,AAPL,AMZN,AVGO,COST,GOOGL,META,MSFT,NVDA,PEP,TSLA
2025-06-27,5.223020842581096,1.441096510922998,1.056401176312758,2.8968882475256255,1.1079283039831782,1.384301219000374,2.3800283608822217,0.6472860766674715,,
2025-06-30,5.329257499736332,1.415862778015901,1.0811099836250575,2.911002976034992,1.09365488616427,1.39271695712411,2.387082917403425,0.6482709245547582,,
2025-07-01,5.39809101166982,1.4227682137549067,1.0383204704432543,2.8992994664007,1.0912345334979567,1.357110608047487,2.3613600937180608,0.6290267538813142,,
2025-07-02,0.9607397003091258,0.7210262226700205,1.0585582287540107,2.8887132850321735,0.757035651105516,0.6759643808873559,1.341650331115837,0.6452344772155983,3.1981539025771046,
2025-07-03,0.9657595611753917,0.7324684994014918,1.0792665796294896,2.9024165746859443,0.7608072738479542,0.6811176984323748,1.3628232476061466,0.6538102555983137,3.172377716334537,
2025-07-07,0.3490345312154922,1.033911531621759,1.0753445353040902,2.917589777346562,0.7491957887690123,1.0409084790085281,1.9156505146964649,0.6492967242806947,3.172377716334537,
2025-07-08,0.3491342816957588,1.0148961067199702,1.066010017055314,2.8989467016776165,0.7388980128007699,1.0442702000204203,1.911416708978917,0.6565183994358811,3.172377716334537,
2025-07-09,0.3510128648995551,1.0296087351712309,1.0899345833572063,2.8879195644052364,0.7484753780826789,1.0618179677464956,1.9379354273212885,0.6683357600559474,3.172377716334537,
2025-07-10,0.353124224644585,1.02831328627351,1.0801294725437076,2.8528675296528716,0.7527131222664046,1.0537902824016039,1.930122235255992,0.6733417153172098,3.172377716334537,
2025-07-11,0.35104611505964395,1.0410828119748594,1.0761290161068868,2.853338182586985,0.7636042613801242,1.0396913209441196,1.9372041561090703,0.6767063409229812,3.172377716334537,
2025-07-14,0.3468234464108075,1.0441826411655966,1.0809138334503097,2.8844495114149074,0.769409939198484,1.0446324357477252,1.9360493746670808,0.6732186093312988,3.172377716334537,
2025-07-15,0.34763807533298413,1.047236229537369,1.101857540556247,2.8455456818468767,0.7712746191269676,1.0293742845623548,1.9468261953733834,0.7004230284579039,3.172377716334537,
2025-07-16,0.34938365789642506,1.032616082724038,1.1013476220396192,2.7975846180136834,0.7753852510487261,1.0185354446506145,1.9460563803690316,0.7031722493691019,3.172377716334537,
2025-07-17,0.3491509067758032,1.0358084641493754,1.1234679904016542,2.805053691096965,0.777970276942432,1.0163619417855083,1.9694575306437112,0.7098605487419951,3.172377716334537,
2025-07-18,0.35107936521973276,1.0462183667467782,1.1112704709164445,2.796349581518889,0.7842421409231907,1.020520705299259,1.9631068810028514,0.7074396313323894,3.172377716334537,
2025-07-21,0.3532405747842843,1.0608847543790736,1.130370774026814,2.7863810983797612,0.8056005605948126,1.0331126670097246,1.963145306924061,0.7032133264427324,,
2025-07-22,0.3564324884703665,1.0524180251282527,1.0926407603707973,2.7688845080608364,0.8108553970376101,1.021288630880941,1.9447093514500713,0.6853642108354672,,
2025-07-23,0.3560168868898677,1.0562118195868153,1.1126431624510953,2.767649471566042,0.8061514666914859,1.0339966177657278,1.9470186785922023,0.7007513319594962,,
2025-07-24,0.3553685341887469,1.0744407269861787,1.1323317961895136,2.7459186246781075,0.8143727305350026,1.0357644307764569,1.9663014187838859,0.7128969334636646,,
2025-07-25,0.35556803514928,1.070785725581181,1.1380971246142861,2.7508585906752847,0.8186528670464212,1.0326924629458978,1.9771938708665886,0.7119121481938682,,
2025-07-28,0.35585066151003514,1.0770316247816203,1.154255894480606,2.746477108828989,0.8161102334804079,1.0398652259536858,1.9725365549192697,0.7252476698660241,,
2025-07-29,0.35122899094013255,1.0687962408189646,1.1664928598139164,2.748182798257897,0.8295439414390295,1.0143188013016187,1.9728060078514311,0.7201596230749913,,
2025-07-30,0.34753832485271763,1.0650024463604018,1.1868873224513206,2.727422234340444,0.83284944274018,1.0073780001411958,1.9753846700547997,0.735587883890141,,
2025-07-31,0.3450778892679782,1.0831388015251648,1.1519028117608001,2.763091607358205,0.8132285260139633,1.1207353919645016,2.053362415539229,0.7298432927134137,,
2025-08-01,0.33644967608981663,0.9935673701298697,1.1320573537995395,2.8048468917771574,0.8014899286730541,1.0867847090333425,2.0172217758034683,0.7128148419338939,,
2025-08-04,0.3380622834335139,0.9792248094236691,1.1676694011738191,2.813239092546508,0.8265351217106176,1.1249810637323971,2.0615989999633726,0.37475968920194813,,
2025-08-05,0.33734740499160376,0.9889407467532463,1.1488827465091347,2.778668689630353,0.8249671880759835,1.1062741062784356,2.0312314423410913,0.3711370077793842,,
2025-08-06,0.35452065510648134,1.028544631561675,2.3349179544921213,2.85207902850398,0.8309847628116964,1.11863428314409,2.020416313584503,0.5536122256160332,,
2025-08-07,0.365792179749871,1.032338496616908,2.3510945042240348,2.878257050668783,0.8328070504124871,1.1039121841943134,2.004636225769073,0.5577777544866667,,
2025-08-08,0.38128634762148533,1.0303027710357264,2.3604597630430564,2.888651731187636,0.8535721069386321,1.1147364213953268,2.0092546443114867,0.5637328824061482,,
2025-08-11,0.378107423867976,1.0238717673660866,2.3521779412299795,2.9115022461073554,0.851792276386645,1.1097662781728217,2.008215494245898,0.5617581361842203,,
2025-08-12,0.3822183689284405,1.0246582848685122,2.4212959694681495,2.9188933869839566,0.8617086508478744,1.1447312742412008,2.036966334275209,0.5651522812833906,,
2025-08-13,0.38834321110872044,1.0389545341590778,2.3923483971557875,2.882379538414815,0.8558605807018216,1.1303569853105564,2.003635501624693,0.5603078951405569,,
2025-08-14,0.38742781488180966,1.0686574477653994,2.4089122773919014,2.8721911172697654,0.8600135402301619,1.1333274421762443,2.0109479780050274,0.5616347204312594,,
2025-08-15,0.3854472187633065,1.0688887930535644,2.371063675001655,2.8623264837455458,0.8640817798242275,1.1378194129984005,2.0020572099529326,0.5567903813757027,,
2025-08-18,0.38428219212961257,1.071017070869346,2.366574474234284,2.883851791187683,0.8623867339276259,1.111939781037928,1.9902411213101165,0.5616038311775615,,
2025-08-19,0.3837329543934661,1.0549163706890943,2.2825956842506736,2.88826890947029,0.8542078624118018,1.0889147577713765,1.9620291871451285,0.5419488012829919,,
2025-08-20,0.3761601287507851,1.0354845666266104,2.253648348548272,2.9286696493454034,0.8446728247364748,1.083466353647245,1.9464413468066692,0.5412082596779498,,
2025-08-21,0.3743127112169191,1.026879044322224,2.2414965342326325,2.855377018700805,0.8464950476161546,1.0709757258990968,1.943935410963381,0.5399123236409452,,
2025-08-22,0.3790727461762434,1.058756476563292,2.275552278967213,2.8225734990940934,0.8733625282545089,1.0937109959843154,1.955462480100659,0.549199912326755,,
2025-08-25,0.3780741482872755,1.054592543762999,2.2773325323047824,2.772632273279593,0.8835331919607838,1.091551918827382,1.944012616418572,0.5548156351537749,,
2025-08-26,0.38165250611224966,1.058155063530067,2.306589590444568,2.771925483959415,0.8778121693555876,1.0927111970565453,1.9354541265011067,0.5608633366597963,,
2025-08-27,0.3836164517300967,1.060051925461013,2.323927185249242,2.7960128351939457,0.8792529907282544,1.0829737555387238,1.9535733628024283,0.5603387843942549,,
2025-08-28,0.3870616563910454,1.0715260022646416,2.3889428700043216,2.782585097984583,0.896882179985131,1.0883786170345053,1.964753419939582,0.5559264240176996,,
2025-08-29,0.38636261499021735,1.0594967532467527,2.301790903849773,2.7777558209183737,0.902264128689896,1.0703962195364307,1.9533806438417616,0.5374438673198969,,
2025-09-02,0.38233489701242157,1.0425632947451104,2.308369843782137,2.764505006016558,0.8956532555298171,1.0651941144665604,1.9473279718966605,0.5269529632708995,,
2025-09-03,0.3968979841397133,1.0455706422979176,2.3404908288753963,2.7967784786286374,0.9774846219001938,1.068005269033409,1.948214714857576,0.5264593002590559,,
2025-09-04,0.3990782591630313,1.0904025635161951,2.3692060502072296,2.814799716482148,0.9844345689607041,1.0848140510954247,1.9583153100731474,0.5296682981851464,,
2025-09-05,0.39892848091896144,1.074903417562509,2.5920398683220283,0.7774598462767153,0.9958765494499857,1.0903203350548007,1.9083136390348718,0.515351270357977,,
2025-09-08,0.3959160113307898,1.0911428401996557,2.675321841974015,0.7842138241798415,0.9926953126819196,1.0901028874168852,1.9206502456778738,0.5193316049682537,,
2025-09-09,0.3900408503985164,1.102246778661554,2.605817193061524,0.7901851317503789,1.0164056975266036,1.1095198906172838,1.9214597831835984,0.5268912318507805,,
2025-09-10,0.37745833396911627,1.0656501708092623,2.8604622738321983,0.7716580046626197,1.014454550193849,1.0896392292259862,1.9290158987637482,0.5471634346847083,,
2025-09-11,0.3828508337472558,1.063892031335211,2.7835268891320477,0.7781376607817735,1.019544412524755,1.0880743496437226,1.9314832908149029,0.5467005667520087,,
2025-09-12,0.38957483974503887,1.0555640951379548,2.785384277316513,0.7810265226754481,1.0213683181533204,1.094870274213479,1.9657557942768973,0.5487062964021885,,
2025-09-15,0.3939520657129427,1.0707394141655457,2.8180470992177242,0.7747324110639005,1.067219600901391,1.1080708592067872,1.9868049481349739,0.5484902599754108,,
2025-09-16,0.3963653714836113,1.0828612154180348,2.7863905794755617,0.7682528042654557,1.06531091061744,1.1287919287257389,1.9624403209278845,0.5396342261831097,,
2025-09-17,0.3977634542852674,1.0716184839025715,2.6793468140002488,0.7770967472163764,1.0583971426579684,1.1240391446398719,1.9662183197824976,0.5254706557916136,,
2025-09-18,0.3959160113307898,1.0698141036095552,2.672999988438453,0.7684867817093906,1.0690010494811526,1.1306032843648173,1.9601657657083205,0.543830832656549,,
2025-09-19,0.40859835450229154,1.070970759453711,2.669826575657555,0.7675184682277777,1.0804108635782765,1.127893552261563,1.9967127065189547,0.5451576579472515,,
2025-09-22,0.42620718679845543,1.053158301811713,2.626718607080774,0.7611437665775728,1.0711218308457895,1.1094857291243105,1.9832968736962184,0.5665727160807266,,
2025-09-23,0.42346102353833476,1.0211420765170798,2.627881545033213,0.7614180883615452,1.0674316919820768,1.0953337554018239,1.9631728887202664,0.5505885632121303,,
2025-09-24,0.41993259179471726,1.0188287648287682,2.630750204185883,0.7627656780960794,1.048259810323849,1.1029607069638578,1.966719506951155,0.5460833938126505,,
2025-09-25,0.4275220170968309,1.009297861371721,2.605862385563847,0.7611841109176104,1.042533674750885,1.085923149100454,1.9546913685161436,0.5483051598896079,,
2025-09-26,0.42517531332878694,1.0168392800665518,2.593689749571745,0.7391065339444098,1.0457148467978403,1.0784411626303634,1.971769804558941,0.5498480216070882,,
2025-09-29,0.42346102353833476,1.0278969071128148,2.5422857625842985,0.7398489092576701,1.0351533970234599,1.0779336963072836,1.983874912707295,0.5611418579031245,,
2025-09-30,0.42379390644839854,1.0158677286915958,2.5578698409768617,0.7469176026055155,1.031123925374872,1.0648546235674787,1.9967900298450691,0.5757373598863452,,
2025-10-01,0.42515866282813075,1.0207719381753495,2.5848511845232482,0.7402281855105914,1.038758686510676,1.0401465715136913,2.003575151711628,0.577773978790223,,
2025-10-02,0.4279547775902197,1.0290073221380056,2.621989010594242,0.7397682205775947,1.0421095573106243,1.054226062690206,1.9882700837197373,0.5828654318753633,,
2025-10-03,0.4294360366333214,1.0155900719877955,2.6234621442039847,0.7386465690114133,1.0406674415157378,1.030315495644663,1.9944766950915238,0.5789464990742667,,
2025-10-06,0.4294360366333214,9.450454457342786,2.601132789077315,0.7350638140615162,3.0252715766754448,1.030315495644663,1.9949087623876114,0.5725281736111468,0.9626617290073222,
2025-10-07,0.4294360366333214,9.488102471362904,2.608265869535541,0.7381785648028345,2.9688565579603043,1.030315495644663,1.9775851455914795,0.5709853118936666,0.970172800406572,
2025-10-08,0.4294360366333214,9.635271268573883,2.678742748772868,0.7381785648028345,2.955085013609402,1.030315495644663,1.9808687929247242,0.5835442891475636,0.9567355401782088,
2025-10-09,0.4294360366333214,9.743081075125353,2.675021110715103,0.7608451790047267,2.9177569044912812,1.030315495644663,1.9716222838998119,0.5942209525042416,0.9971853490900805,
2025-10-10,0.4294360366333214,9.25665387636303,2.516932768781287,0.7504519739397927,2.857838677408044,1.030315495644663,1.928445714046767,0.5651841593699051,1.0341895487592327,
2025-10-13,0.4294360366333214,9.414946306513782,2.7655790772410374,0.7549303929668094,2.949407253853857,1.030315495644663,1.9401077624878595,0.5811065808183823,1.0259892918061035,
2025-10-14,0.4294360366333214,9.257509691080402,2.6681208544573245,0.7637662966421479,2.965111691808962,1.030315495644663,1.9382963098649582,0.555525758377889,1.0442502138582674,
2025-10-15,0.4294360366333214,9.222429121212407,2.7239440056640394,0.7706090025009315,3.032519835525764,1.030315495644663,1.9377678060419943,0.5549086325258076,1.0416317122206504,
2025-10-16,0.4294360366333214,9.17536910368726,2.7458081856097336,0.7469095140092243,3.037714464045698,1.030315495644663,1.9308988718573326,0.5610183950628868,1.0520370231844045,
2025-10-17,0.4294360366333214,9.114191080904567,2.708437535338292,0.7555517352599566,3.059942187501387,1.030315495644663,1.9383341590470395,0.5653693065429849,1.0592035548944942,
2025-10-20,,9.261359878115544,2.7077397725668284,0.7553741807072236,3.0992030058928304,,1.9504488975530854,0.5635795662323059,1.0587211993296701,
2025-10-21,,9.498797870546316,2.6567235893035015,0.7564958322734051,3.0256341555157524,,1.9537325448863305,0.559012665412707,1.0555513280138378,
2025-10-22,,9.324248877537624,2.638425831281941,0.7622895852912095,3.040492883394939,,1.9646021837745207,0.5562971892366291,1.0545177089463573,
2025-10-23,,9.458583065169437,2.6693614004765798,0.7601673644996687,3.057284504878328,,1.9646776513509874,0.5620983888476675,1.0440434900447715,
2025-10-24,,9.592062090879235,2.7456532060860614,0.752170702010248,3.1399139553146247,,1.9761888800329939,0.5747498926008274,1.0443192279716584,
2025-10-27,,9.71013906285775,2.807058696074444,0.7503228030026795,3.252864545140208,,2.0060426531872833,0.5908883504760823,1.0517613914330763,
2025-10-28,,9.80768105118682,2.8917241281614072,0.7457313902311319,3.23112013725101,,2.045859992736769,0.6203263272102764,1.0344650743350017,
2025-10-29,,9.852601858316213,2.9925937933455815,0.7362580657114819,3.316890401545975,,2.0438973741732376,0.6388716041610145,1.0071771062512833,
2025-10-30,,9.53430667417068,2.918860451231465,0.742519822937865,3.40036537772731,,1.984303375410903,0.6260657954011959,1.016755521961053,
2025-10-31,,10.448121606513029,2.865828351110604,0.7365158650579084,3.3968619850283335,,1.9542986671036802,0.6248314966097563,1.006694750686459,
2025-11-03,,10.866525570344393,2.8109353136558806,0.7499217269963393,3.427425150862625,,1.9513549700460795,0.6383778940618942,0.9895363556396074,
2025-11-04,,10.666308010972735,2.7286736021505713,0.7601842321821782,3.3527689326263834,,1.9411647701337873,0.6131056816347185,0.9847126938158066,
2025-11-05,,10.703955372197491,2.783256443947991,0.7555701812051572,3.434552488655882,,1.9141038742780125,0.6023673339451984,0.9844370620644785,
2025-11-06,,10.397638982913747,5.390972836046343,0.7463177641415326,3.439867853901999,,1.8761358365335097,0.8264014896427532,0.975616633670861,
2025-11-07,,10.45625021433968,5.29758322229348,0.7456389632222925,3.368352265193547,,1.8750790596752775,0.8267090436937005,0.9850572335049667,
2025-11-10,,10.626948367517869,5.4334229128427864,0.7398370229667788,3.5044975782695595,,1.9097258316921495,0.8746023903808091,0.9827831653809508,
2025-11-11,,10.656896007467704,5.335939629489647,0.7384632932564256,3.5191146483655005,,1.919840564027975,0.8487223908366796,0.9997349427898653,
2025-11-12,,10.447265791795655,5.385363472321914,0.7385764349630838,3.463545155395399,,1.9291251530226647,0.8515344955785104,0.9949801889038965,
2025-11-13,,10.164051830313479,5.154315427603979,0.7475298698881897,3.3652116356657573,,1.899497897991624,0.8210409170739212,0.9993214951628732,
